user,tweet,sentiment_label,sentiment_score,emotion_label,emotion_score
cristalhouston,I think im gonna go spend the day at the pool ,neutral,0.6000804305076599,joy,0.9252700805664062
BDavids,Ugh. I just remembered there's sand in my pockets ,negative,0.8638207316398621,disgust,0.949999988079071
mcflybbe,awake now!!!! i am ill  .......... got girls aloud 2night cant wait hope i feel betta 4 it xxxx,positive,0.6546047329902649,joy,0.9429799318313599
builttobreak,sick feeling in my stomach like ive done something bad  ahh,negative,0.9305706024169922,sadness,0.9466034770011902
ghettobarbiie,@JoshuaLalonde I'm up.... but ure drinking redbull vodka bombs I gotta go to work   big diff Mr,neutral,0.623203456401825,sadness,0.348092645406723
PANIC_its_logan,The starbucks near my house is now closed ,negative,0.5858741402626038,sadness,0.8496122360229492
beth_warren,@DAC1MM don't know yet.. no word...   hopeful though!! and some good stuff happening lately so I'm getting excited!,positive,0.9807019829750061,optimism,0.9480814933776855
Lizzie_mcflyer,@Dannymcfly haha ive been watchin you(well the poster of you on my door) and i CANNOT wait to see you guys at sherwood pines  danny rules!,positive,0.9869521856307983,joy,0.9758835434913635
PamelaMartin,"Opted out of the water ride- wish The CMan had... Wet, stinky child for 3 hour carride ",negative,0.5711926817893982,disgust,0.6707788705825806
forbairt,@patphelan was looking at the UK o2 iphone options yesterday  kinda sickening the price differences,negative,0.7953084111213684,anger,0.9678788781166077
sweetdreamer,@TrevorAB aww you poor dear! But it was awesome you came out to race! ,positive,0.9652490615844727,joy,0.9912139773368835
ifooch,Has never been so happy to know that i'm going home.... But not until tmrw! ,positive,0.9355013370513916,joy,0.9705678224563599
stinabaybie,"christofer drew, i love you! ",positive,0.9867885112762451,joy,0.9740506410598755
lovelupita,@HurleyLuv oh goodness! i hope you find him  !!,positive,0.9441566467285156,joy,0.9821797013282776
impluvium,@johnkung and people say it's useless! Try asking it the numerical meaning of life ,negative,0.8196322321891785,anger,0.9395223259925842
St3phCoff,just cried watching titanic ,neutral,0.4644037187099457,sadness,0.9730761051177979
mrkonrad,music music music... and reading New Moon ,neutral,0.5750710368156433,joy,0.9844450354576111
TiFFoOo,Wants some junk food! ,neutral,0.5192254781723022,sadness,0.6363946795463562
pennstatephil,Is there a way to get an email alert when someone @ replies to you? @jcw5002 you'd be my hero if you could code it ,positive,0.6398947238922119,anticipation,0.7703384757041931
Joanmarie,@MarcoZehe OMG that is it! Only mine came from an outrageously large ISA card with a dedicated speaker.  Ah the good ol' days of AT... ,positive,0.7085397243499756,disgust,0.7122069001197815
Whoelsebutkels,"@PorcelainVirus actually, if you move it to where i am, i will help ",neutral,0.6640251874923706,anticipation,0.6289976835250854
suanie,dizzy with excitement at oli's movie stash ,positive,0.9567161798477173,joy,0.9775320291519165
mishamc,misses the days of skipping class and staying in bed. Stupid work and responsibilities  #fb,negative,0.7682390213012695,sadness,0.9441781044006348
jamie_all_overr,is... adventure is just one mistake away ,neutral,0.7632184028625488,sadness,0.6318474411964417
cindykenn,"i'm tired, but the bridge was awesome! now is the time for school work. ",positive,0.974297821521759,joy,0.9900292754173279
azpokerqueen,"Relaxing, poker is pretty much over for the day.    LOL.",positive,0.85282963514328,joy,0.9774373769760132
ruben4scuba,"playing WoW demo - fun, but a shame that it's got a monthly price. will stick to guild wars ",negative,0.5026906132698059,sadness,0.8979896306991577
StephanieSwaney,Just finished mowing. having a refreshing dr.pepper at the moment. Working on the jeep today w/ dad. Lots of problems w/ it. Stereo's out ,neutral,0.4441315233707428,sadness,0.4215330183506012
lyciabycia,STUPid CRAZY FRUitY SwaaG.. lmao wtf.? oh welll ayyyyyyyyyyyyyyyyyyyyye.! okkaaayyyyyyyyyyyy.! Guccci biiiitch... lick the rapper.. ,negative,0.9012155532836914,anger,0.9732586741447449
KelseyKiss,No sleeping pills tonight ,neutral,0.8503410220146179,sadness,0.884005069732666
mjkaiser,"@npost It's also the Downtown Series on Elliot Bay tonight! Sadly, we won't be on the water ",negative,0.8319761753082275,sadness,0.9693723320960999
Yangeli,is using Fluid.  Fluid runs Plurk faster than FF.  http://plurk.com/p/pbqrr,positive,0.8441030383110046,joy,0.39380452036857605
akra_meesh,started Jillian Michaels' 30 day shred this weekend. woke up this morning sore from the squats and lunges!   ,neutral,0.627781867980957,sadness,0.8799429535865784
wrexcarsalot,"okay seriously twitter, I've told you who I want blocked, so block them!  I don't even know them, they're companies and spokes people! ick",negative,0.9152224063873291,anger,0.9834169745445251
lishannn,Wedding in Jakarta was awesome  Feels great to be back home again!,positive,0.9920839071273804,joy,0.9929352402687073
shalomdanielle,hello new skirt and sandals  - http://tweet.sg,neutral,0.5351183414459229,joy,0.8893316984176636
Lady_Cha_Cha,@popcorned Hello from across the globe! How are things over there ,positive,0.6307995915412903,joy,0.5377230048179626
smokinhotbooks,@Jazlyric I was so looking forward to Rehv's story.  I heart Zadist ,positive,0.9612786769866943,joy,0.9843615293502808
Sugarkiss12,So tired.. ,negative,0.5766949653625488,sadness,0.9766530990600586
my_pet_zamster,"on my bed, shades closed, lights off, iPod on speakers, volume on max, no one online ",neutral,0.8083001971244812,sadness,0.9420803189277649
amcyndia,"twittr's not bad after all, ",positive,0.9033524990081787,optimism,0.9423109889030457
mistakepro,"and thanks to everyone who saying im too nice to do that   I love you guys, and I don't even know how to hack!!?!?!?",positive,0.9611164331436157,joy,0.9815862774848938
AmanduhPleez,Yay twitter is back. Courtney i'll give you details on &quot;Him&quot; on Monday  ,positive,0.9009760022163391,joy,0.9240473508834839
OOFTStuart,the new and improved Last Guardian trailer makes me want to have a kitty dragon. It's so so cute ,positive,0.970427930355072,joy,0.9905248284339905
SisterSinister,@SIMpixels See what I can do ,neutral,0.7799910306930542,anticipation,0.6994067430496216
msn86,Saw Up! last night. It was even better than I anticipated!!!  Way to go Pixar. - http://bit.ly/Bfy9B,positive,0.9899193048477173,joy,0.9871402382850647
soyster,Back in Hull. At work from now until 9pm  this will be a loooooong day.,negative,0.48863163590431213,anticipation,0.8565382361412048
skoop,FUCK. it looks like this bugfix will result in a huge rewrite. original implementation was not according to specs in the first place ,negative,0.9518206715583801,anger,0.9836079478263855
steinermichelle,@elevature i teared up at the end when he was talking about the legacy he is leaving behind. he was sad  but conans going to be great,positive,0.6594769358634949,sadness,0.9659744501113892
Star_Violet,I'm hungry too! I been CRAVING a fucking strawberry milkshake + Arinis wouldn't stop at McD's.. I iz sad ,negative,0.8237324357032776,sadness,0.9692420959472656
Magnificat17,Saw some interesting Samuel Beckett stuff... short movies he made for the BBC... that guy was  a lunatic! ,neutral,0.3951497972011566,joy,0.883623480796814
dove_tinkrep,dreading the thought of work tomorrow  and trying to aviod  the noise of WOW coming from my house mates room..save me,negative,0.7385032773017883,fear,0.9580177068710327
junkmonster,Okay fine. I like it a little more. Only chapter 15 on the final.  having 3 differene teachers for one class has its benefits.,positive,0.8297218084335327,joy,0.9856935739517212
stephenrichard,I just want to go back to Philly and have real friends again ,positive,0.6388481259346008,joy,0.8698251843452454
Moonflowerchild,Horrible toothache today ,negative,0.9202301502227783,disgust,0.9574711918830872
Maximusprime27,Why do I have no followers??  ,negative,0.8760932683944702,sadness,0.9236901998519897
aibrean,"Really hope that our laptop makes it here before I leave Thurs. Let someone borrow it, but he has been increasingly hard to get ahold of. ",negative,0.4617522060871124,anticipation,0.6789848208427429
KaieaZAngEl,@HILLZMUSIC BIG BRUDDAH me and @tpleeza not one nemore ,neutral,0.48986321687698364,anger,0.4072618782520294
Clau_G,@micabedoya twittering even in class uh!! you are a twitter adict and i think me too ,positive,0.5123440623283386,anticipation,0.35634511709213257
lexbeenbadd89,and clearly...ii need to get me a blackberry...but ii love my sliide ,positive,0.883125901222229,joy,0.979258120059967
DonMamas,Tried sending a pic of Denise. It didn't wanna work 4 me. ,negative,0.611506998538971,disgust,0.8750713467597961
becky_middleton,"@skatergymjim Also, only the past month that the fog has REALLY started 2 clear 4 me. Ur 6 days are GOOD  Morbid reflection is BAD. #xa",negative,0.35794180631637573,disgust,0.9494657516479492
EionRobb,Going to have to work from my cellphone today. water coming in the window at work onto computer. loving the building renovations ,positive,0.9305198192596436,joy,0.9917112588882446
nishy_j,my first tweet ,neutral,0.89932781457901,anticipation,0.27280375361442566
MzMusic,@slimstrumentalz I'm here watchin crank even though I didnt watch the 1st one. How u doin ,neutral,0.7061092853546143,anticipation,0.3884347677230835
LucyBrowning,@tommcfly http://twitpic.com/6g55n - Thisssssss Oneeeeee (:  Yummmm ,positive,0.915823221206665,joy,0.9791650772094727
adeleee,@jesseruben about to fly airtran. I always think of your heard-your-song-on-radio mid-fly freakout story ,neutral,0.6888624429702759,fear,0.3703092336654663
Jenniewrenbird,@suzziequeue  Couldn't really tell you cos we just got in the car n drove til we found a pub we liked the look of  Somewhere  past Skipton,neutral,0.7151084542274475,joy,0.8764557838439941
willnotshutup,"New chucks, yay! ",positive,0.9803248047828674,joy,0.985321581363678
shotliverfreak,"@LostMyHeart you know I have a smelly co-worker, and I have to see her every day ",negative,0.8853269815444946,sadness,0.8076387643814087
DOPEsteez,@solangeknowles ahhh man I wish I could go ,positive,0.9281037449836731,sadness,0.8417583107948303
PowerMarketers,via @SusanDuve: Thanks for the follow  Look forward to knowing you here.  Feel free to jump into the conversation or direct message me ...,positive,0.9609397649765015,joy,0.9459747672080994
mickie33lou,Just had lunch with debbie . Got 2 get the kids from school soon ,neutral,0.5952932238578796,joy,0.9522284269332886
VerniceMatt73,Real programmers can write assembly code in any language. ,neutral,0.6819489002227783,optimism,0.8396823406219482
WindyCityPretty,I'm so disgusted that my assumptions regarding what happened in Harlem last night were 100% correct without reading the story first. ,negative,0.9386709928512573,anger,0.976540744304657
photoboothss,Working 1 to 10. No fun. ,negative,0.8461337685585022,sadness,0.9585869908332825
Imogen1984,"@Snyper11 sick in car, always nice!  Not drinking &amp; driving I hope?!",positive,0.7787291407585144,joy,0.9269394278526306
guy,@lirimaas it's Microsoft's new search engine (bing.com). They want to get some of Google's market share with it (good luck... ,positive,0.5272189378738403,anticipation,0.8431296348571777
BethAnnRussell,"thinks the weather is making her feel &quot;draggy&quot; today!  Gonna ride with it, instead of fighting it! (annoyed... http://plurk.com/p/xngam",negative,0.7172905802726746,disgust,0.9441585540771484
rivensky,It would be that Dover race that they played on Classic. ,neutral,0.9254624247550964,joy,0.6451157927513123
jesus2287,bout to take a shower just ate my bro soup  yum yum ,positive,0.9318223595619202,joy,0.7422738075256348
Crystalgate,"@gaiansoul I honor your new name, and feel sadness at the &quot;loss&quot; of the old one. The loss is mine - not yours. You are growing! ",positive,0.4289137125015259,sadness,0.9580039978027344
apalomino,Eating choco  noooo!,negative,0.7976539731025696,joy,0.5852602124214172
alaverdyan,@killerloop:  that's what I will be doing soon,neutral,0.6866980791091919,anticipation,0.6559590697288513
Jerrybearybaby,Another day down the drain well there's always tomorrow ,negative,0.8188489675521851,sadness,0.8159863352775574
pod13,@westlifefan1984 yay!!!   julian smith is wicked!!! want him to win!!!   ,positive,0.7547135353088379,anger,0.8832552433013916
alexstroman,someone is a little twi-gger happy tonight  @RobGodfrey,positive,0.8619866967201233,joy,0.983870267868042
mp3mad,@Aw_Re_ya_2_ Have you been to Australia? ,neutral,0.9571043252944946,anticipation,0.5885947942733765
Tweety_3105,The weather is better as expected...but I have to learn for my course of study. ,positive,0.7837797999382019,optimism,0.8795273303985596
tikuli,today is my father's 3rd death anniv ..and I am gonna loose one more person closest to my heart   .. absolutely shattered.,negative,0.9208757281303406,sadness,0.9822013974189758
emmaemurphy,@anthealee i haven't seen you all week and it makes me feel empty inside.  ps paris hiltons new bff is out.,negative,0.8523733019828796,sadness,0.9795281887054443
Big_Galoot,"Hang on @cmlh, it can't be the vatican mate.  Surely a mid 18th century al-fresco thing at Lithgow workers club @natecochrane #auscert ",neutral,0.6401789784431458,anticipation,0.49439898133277893
slatta,Yeah this cold is only getting worse. I have no energy to do anything today ,negative,0.9448931217193604,sadness,0.9756914973258972
zuriiBABY,thxx @Sunnielove . i just added drake now ,neutral,0.7604807019233704,joy,0.9426711201667786
therebecca,"@mb_twlight Aw, sounds cool ",positive,0.9620761275291443,joy,0.989233136177063
DarkChocolate1,"It's going to be one of those nights.  I can tell.  it's midnight and I'm not even the least bit tired.,.  i get up too early for this",negative,0.8687477111816406,sadness,0.7476933598518372
beauty_bross,I'm soooo ugly .... ,negative,0.9333986043930054,sadness,0.9353367686271667
shammie,Back to work ,neutral,0.7570684552192688,anticipation,0.3094310760498047
em_ily_xo,I want to go to an @britneyspears concert!! Why does it always have to sell out? ,positive,0.3898114860057831,disgust,0.6397417187690735
DevLano,"@barblina I'd be interested in doing some wedding designs. Not a wedding designer, but I like to branch out and try new things. ",positive,0.8318146467208862,joy,0.9150958061218262
MarsyaVarinza,"@FinoRamdhany thanks ya 4 following, udah gue follow balik kok ",positive,0.7948195934295654,joy,0.38501590490341187
uSchoolme,Hope's this flu goes so i can start podcasting again   Voice does not sound too good :-/,negative,0.894701361656189,sadness,0.7743566036224365
TressyKvitta,@djbold yeah you are the best in that move. How you liked my move? Standing still like a tree  that was also cool right ;),positive,0.9814589023590088,joy,0.9918088316917419
aiana_01,i have been waiting for his reply the whole day... nothing from him. im really sad. being neglected doesnt feel good at all... ,negative,0.9404199719429016,sadness,0.9800900220870972
bintut,Patay! The Juniper E320 BSR is down! Need to run to Equinix.  ,negative,0.815805196762085,disgust,0.7171216607093811
Kristine_Kay,"Ran our income numbers tonight. We honestly shouldn't even step outside. Usually there are alternatives, but now there are none  SOS",negative,0.8921220898628235,disgust,0.8328246474266052
VeloTraining,"@nichbuick Quite possible I'm afraid, shouldn't happen but can. I had a set replaced under warranty at &lt;2000 miles last year ",negative,0.7703930139541626,fear,0.9793649911880493
klybob,@BarbSchaefer yearling in pet home died... very sad for their whole family  ,negative,0.8671571016311646,sadness,0.9749189019203186
AblativMeatshld,@Stepto your luck?  better than average.  And it'll probably shout racists stuff while its at it.  ,negative,0.6249911785125732,anger,0.9534003138542175
RoisinMcK,"@Ravenatic I no, let's just hope this week go's extra quick ",neutral,0.45946258306503296,optimism,0.9377384781837463
James_yeah,"bugger, the spray paint just showed up, i spose that means no riding and doing work for me now    sad day!",negative,0.9394835233688354,sadness,0.9803153872489929
kanibusrex,@Taylorldor15 Sorry to hear that ,negative,0.7726194262504578,sadness,0.9550449848175049
love2d,@shawnstockman Awww I would love to see BIIM live again.  Enjoy it and break a leg all of u.,positive,0.9869611263275146,joy,0.9861225485801697
plumsiren,@clarely stuff like that happens to me a lot ,negative,0.532417356967926,sadness,0.568126380443573
gohyta,@pranee02 I'm fine. No worries! ,positive,0.780895471572876,optimism,0.9832830429077148
lexikitty,@jaydems haha just putting the song title to the lyrics  was bored,neutral,0.639694333076477,sadness,0.7512640953063965
huskyaf,"wow, testing new &quot;twhirl&quot;. Looks very nice ",positive,0.9823969602584839,joy,0.9846369028091431
AmazingMel,"Home, feelin sick and shaky... ",negative,0.8723425269126892,sadness,0.957973062992096
iheartmuseums,@LellyFantastico http://www.collectormania.com/ Now with added Nimoy? ,neutral,0.8182048201560974,anticipation,0.488370418548584
JermanaRai,"where is my bed ... urgh, would love to go HOME ",negative,0.5545180439949036,joy,0.9185753464698792
djmatao,@librans hii  lol you finish dinner?,neutral,0.7989972233772278,joy,0.956350564956665
Ceresse,@CalvinRae Wish I could go with  Have fun though!,positive,0.9655603766441345,joy,0.990209698677063
Angel1225,@Pipidar1991 Yeah I'm with Kaitlynn on this one. The only boys that thing attracts is creeps. You have a better chance this way ,neutral,0.4806307554244995,anger,0.7482938766479492
SavageRachel,Its Rainingg  How Shyt,negative,0.6534901261329651,disgust,0.9507166147232056
LaZyCrO,@JulesOHara i need a job so i can come do things ,neutral,0.6500229835510254,anticipation,0.5131757855415344
CHAlOE_lARESE,@KeyNotez aw.. i don't even have aim.. sorry ,negative,0.8895819187164307,sadness,0.9341645240783691
AimeeLeigh15,"Drag me to Hell was STUPID, but seeing that NEW MOON POSTER coming out of the theater was worth the 90 minute movie ",negative,0.4521257281303406,joy,0.9159733653068542
malmal23,"Don't let 'em fool you, they got dude in them...sportscenter anchor said this about the jonas brothers  nick did good at hosting",positive,0.7639384269714355,anger,0.7753627896308899
JavaKing89,thinks his mom is purty amazing!  I'm so blessed Love you ma!,positive,0.9872461557388306,joy,0.9781158566474915
BxCutie04,yum going to eat some yummy food! ,positive,0.9867672324180603,joy,0.9920423626899719
_jadal,http://twitpic.com/67di2 - This is what I meant when I said my skin is terrible. Plus sunburnt chest. ,negative,0.8801857233047485,disgust,0.941039502620697
denialfeelsgood,@jasonmarkjones Lucy  one of these days maybe I'll get lucky.,positive,0.8613215088844299,optimism,0.9567546844482422
erica_eby,Damn xtra innings. I have to leave with small kids whle everyone else stays. Boo ,negative,0.888823926448822,disgust,0.7899653315544128
comradephil,"@aw16 I must have skipped the &quot;pun&quot; setting, it appears to have been set to &quot;comedy-freeze&quot;, which would explain the dire lack of humour ",negative,0.8056468963623047,sadness,0.81452476978302
spankiefrankie,@keysgoround poor drew ,negative,0.8928245306015015,sadness,0.865254282951355
chazkitten04,Managed to buy the 25th Anniversary edition of RHPS as part of HMV's 2 for ï¿½10 offer so very happy ,positive,0.9787294864654541,joy,0.9891352653503418
CrystalZahler,EVen though I'm talking to practically no one.... Yeah peoples im really bored.... lol tired but prolly wont be able to sleep.. lol ,negative,0.8221132755279541,sadness,0.9696285724639893
Mmusic91,Just beat Resident Evil 5. I feel so accomplished! ,positive,0.9852531552314758,joy,0.9844965934753418
AnnisaAnjani,@windyamelia heyyyy follow me win ,positive,0.7365995645523071,joy,0.7421019673347473
kiphakes,"I have massive amounts of respect for the celebs on Twitter that actually interact with people, those who don't - well - are knobheads ",positive,0.4874221980571747,anger,0.9809718132019043
hanhan94,@taylorswift13 sounds really nice ;-) i'm hanna from germany ...would be nice if you follow me ,positive,0.9853869676589966,joy,0.9913785457611084
VRaken,Tomorrow is my last day (Of Vacation). I still have loads of shit to do ,neutral,0.4219991862773895,disgust,0.8485179543495178
chantellmarie,OMG! I'm dying over here! I need to take my ass back to Miami...WAKE UP PPL! Somebody play with me ,negative,0.8298670053482056,anger,0.9803575873374939
marieekblom,"&quot;oh, it's not?? but at least it's two different islands, right??  &quot; &quot;hahahaahahaa, NO, barcelona is not an island!&quot;",neutral,0.43252965807914734,joy,0.9824001789093018
DallasRhys,"but it's not like i havn't been on tv before, i had my 30 seconds of fame flapping my arms about on australian idol  Ayesha saw me!!!",positive,0.6214432120323181,joy,0.9767627120018005
summerbreeze4,@ddlovato you should stop by in the little country in the north SWEDEN i'll meet you at airport  have fun anyways&lt;3,positive,0.9656150341033936,joy,0.9878801703453064
TrickzOfficial,60-ish miles till back to vegas ,neutral,0.8536316156387329,anticipation,0.44625571370124817
caidalica,imagine a mountain made with French pastry ,neutral,0.8083641529083252,joy,0.9258878827095032
limeice,@ajuonline wth  Such a bad photograph. Quit embarassing me people!!!,negative,0.9526841640472412,anger,0.976116418838501
sharonamona,Coona's over for another year  Bummer,negative,0.8617247939109802,sadness,0.9734795689582825
IzzySc,@BSBSavedMyLife yes but credit me for the collages and stuff if you wanna use them please  here  http://bit.ly/F9I24,neutral,0.6146491765975952,anticipation,0.7296714782714844
icicle_halo_,Good morning everyone! I think I still feel a bit loopy from yesterday's GA. And I _hate_ this tube bandage. It's giving me extra bruises ,negative,0.903211236000061,disgust,0.9038847088813782
BethanyCuenod,I just had a really long sleep and it felt really nice  It's nice when nice things feel nice,positive,0.9793035984039307,joy,0.9865506887435913
heyitsmelanie,"ughhhhhh school til 1:30, than its time for LVATT and possibly a new phone     ",negative,0.6531569957733154,anticipation,0.6744325160980225
ferwen,Today... Bioestatistics. ,neutral,0.9101275205612183,joy,0.4289718568325043
kimdandy,@farmASS did you oversleep? ,neutral,0.6794530153274536,sadness,0.5645071864128113
ElodieMoreels,"@alanmcbride Oh, good luck with learning then ",positive,0.6557652950286865,optimism,0.9005439877510071
20secondflight,Taken was pretty good.  like real good. What will the night bring?,positive,0.9737956523895264,joy,0.9222849607467651
CataBarraza,Omg! i love u Baby{Pau} thanks for this amazin' day ,positive,0.990568220615387,joy,0.9746140241622925
mcstalvey,playing Monopoly wiff the fam ,positive,0.5109028220176697,joy,0.9043831825256348
lizzeecee,Walkin to work the streets r packed with pink ladies going to do the 5k. Good luck to them ,positive,0.9241041541099548,joy,0.914416491985321
techiekat,Just walked past Grace and Mikey from Big Brother - remember them? Looked very much in love actually. Sweet ,positive,0.980962336063385,joy,0.9854226112365723
Suppydaguppy,just started twitter lol ,neutral,0.7043793201446533,joy,0.9631514549255371
KandaceD,Just got Sydney the cutesy little outfit! Can't wait to see her so I can give it to her! (she better wear while I'm there!) ,positive,0.9844807386398315,joy,0.9798234701156616
BonnieDeal,Today was not so hot. It rained all day and then started to thunder. And then the sun only came out for about ten minutes! ,neutral,0.5233327746391296,disgust,0.3633972406387329
green_i_girl,@naceprettub   Thank you for the link. Let me know how you like it.  ,positive,0.9424824118614197,joy,0.8067966103553772
panda_po_09,@Bryce13 you're so mean ,negative,0.919574499130249,anger,0.9791231155395508
Ostigin,at work and dont feel good ,negative,0.876563549041748,sadness,0.9793795347213745
ahmier,"@justbthat Hmph, did you eat the sandwhich? @RAHHburt I'm SO not your friend.  @ibreathesbs    No reason.",negative,0.924511730670929,anger,0.9527375102043152
divakristin,@corey65th yeah it is  and @MeshaV DO IT! ps.... next weekend YOU ARE MY DANCIN IN THE STREET drinkin buddy!,positive,0.9594842791557312,joy,0.9902541041374207
okieinalberta,@chestersee Hello Chester! How are you? I notice you don't sleep much either...I hate insomnia! I've slept 10 hours total this week. ,negative,0.6845367550849915,sadness,0.9154842495918274
soulsong4ever,@ajaywatts Im allowed to feel hurt when im being attacked. Im a perosn who just wanted acceptance from a group too differnt i guess ,negative,0.578036904335022,anger,0.9298698306083679
AubergineLynsi,610th tweet goes to: @thisisryanross @therealspencersmith @amazondotjon @brendonuriesays . Cause they're amazing like that.  [:,positive,0.9615191221237183,joy,0.9895444512367249
marlinex,"@staceywalker ooh, you're fast. Must be Friday   Have a fabulous weekend!",positive,0.9863095283508301,joy,0.9887747764587402
andre_oviedo,@ajaggedpulse what kind of restaurant? I work with advertising ,neutral,0.9108843207359314,anticipation,0.5237793922424316
_megmog,@_beckyboop and she's looking at it properly... i told her i got an A* and she was like :O    and all we were doing was talking about it x,positive,0.9530295729637146,joy,0.9551085829734802
UA86,At my sisters surprise birthday party!!! ,positive,0.9727882742881775,joy,0.9860469698905945
tweetpet,@Noprisoners  Clean Me!,neutral,0.569614827632904,disgust,0.2296636402606964
justPEACHy11,I'm doin &quot;The Shake&quot;... as we drive   ROADTRIP! *WSSU GRAD*,neutral,0.6758248805999756,joy,0.5139390826225281
beautyserinity,I'm rarely ever feeling Steve Harvey's attire. But he is giving me my seven laughs right now ,positive,0.7720338106155396,joy,0.9909219145774841
shastuh,@love_desiree oh no! des i hope everything goes out okay though! ,neutral,0.5046657919883728,joy,0.925172746181488
azmelanie,My knee hurts!! ,negative,0.8741487264633179,sadness,0.9785380959510803
shaa_leeen,im still SO tired ,negative,0.6889325976371765,sadness,0.9817792773246765
CarensTweet,This rainy day in Georgia would make Ray Charles proud  Have an outdoor wedding to go to tonight so let us all pray!,positive,0.9363842606544495,joy,0.9783300757408142
ddgonzlez,yes!! finaly i found u baby!! =D whatever i dont konw how u cna read my messengers! ,positive,0.9372996687889099,joy,0.9721706509590149
rockgurl425,finishing up hw. last day tomorrow. woot woot. ,positive,0.9595292806625366,joy,0.9851685762405396
rachel_parker,Headed downtown with my favs ,positive,0.9744312763214111,joy,0.989569365978241
casssandra,http://twitpic.com/6a2hu - twitter hasnt been allowing me to login on my computer for four days ,negative,0.7909130454063416,anger,0.9397540092468262
jennielees,@girlgeeks what about those of us who can't make either? ,negative,0.6591968536376953,sadness,0.5459330677986145
yoss82,getting ready for 2nite  have a GREAT weekend everyone!!,positive,0.9870240688323975,joy,0.9913210272789001
HypedEnt,"@Frekkls oh snap, that's right! But how long before it went back to nornal? Mine was taking wayyy to long ",neutral,0.5147345066070557,disgust,0.625569224357605
andelainbritain,I love my mommy and daddy! They r so good to me ,positive,0.9891875386238098,joy,0.976138710975647
FoskettPhoto,@MarkBrooke love the lensbaby images up on your blog! ,positive,0.9779988527297974,joy,0.9787865877151489
hbustos,I really liked Quantum of Solace ,positive,0.9842669367790222,joy,0.98658686876297
ilovebrownies9,good night people ,positive,0.9067174196243286,joy,0.9187626242637634
Kmw6724,@courtstaggs it says its down for maintence everytime i go to it  are u able to watch it right now?,negative,0.698268711566925,anticipation,0.4348287284374237
2Abhi,just watched the movie &quot; up&quot; last night.. it was aight.. shud have watched angels and demons... ,positive,0.6110981106758118,joy,0.955141007900238
ReyG,My son and I just got 2 tickets for UP in 3D. Will post our thoughts afterwards ,neutral,0.8210005760192871,anticipation,0.9100347757339478
Zevin_Mars,"@StaciMarie  you should drive to Charley's, then to Berea. I'll be at the Library until 4.",neutral,0.8924368023872375,anticipation,0.7204152941703796
cottonmouth13,http://twitpic.com/6ucvp - what do ya' think fellas? hahaha! just kidding around when this was taken. ,neutral,0.6383259892463684,joy,0.9744262099266052
itsnikki,Tonight was interesting and fun all at the same time!  goodnightttt.,positive,0.9900674819946289,joy,0.992489755153656
mandelin19,This God and Redemption class is really killing me. Luckily it'll be done in a week and a half. Then onto the next class ,negative,0.6675441265106201,anger,0.857694149017334
Samantha008,ahhh i hate sundays so much they suck ,negative,0.9459307789802551,anger,0.9804211854934692
Megab_xox,"Massive ulcer in my mouth, made it difficult to eat and talk, if you know me, then that is like reay tragic ",negative,0.9269870519638062,sadness,0.9786672592163086
bustyb73,Ment to say soz thanks to my new followers  welcome to my random world lol xx,positive,0.8970319032669067,joy,0.9904888868331909
jonfabulous,@JayVanity wish I was with ya.. ,positive,0.5862614512443542,sadness,0.7458781003952026
Austin2036,is Jealous that everyone is at the Transformers 2 premier... I wish i was ,negative,0.394877552986145,joy,0.8498305082321167
EmmaMcLaughlan,@BookRambler You're very welcome  I've had a few wobblers with the house renovation this week - it's all getting a bit much!! :s,positive,0.8354395031929016,joy,0.9656223058700562
Kristina_Cooper,http://twitpic.com/6sr3w - It's headless poor thing  I love animal crackers they entertain me,positive,0.9136014580726624,joy,0.9779165387153625
em_y,needs a break from the bosssssss. cant stick it to the man this  time  but i can flee to palm springs!!!,negative,0.487094908952713,anticipation,0.6776401400566101
annacasela23,Is going to work ,neutral,0.8405169248580933,anticipation,0.32532814145088196
caitmjoan,@smdarie yeah.  soon tho!,positive,0.6352855563163757,optimism,0.870247483253479
aalicex,hellooooooo straight hair ,positive,0.8251482248306274,joy,0.9829025268554688
SabrinellaBella,@MaegBucks  i LVOE YOU,positive,0.9482769966125488,joy,0.2499874234199524
j1jacob,I got a 77 on my second calculus test ,positive,0.7474128007888794,joy,0.872071385383606
EmeraldDiscount,@tmaduri oh thats hard  hope it improves soon for you !,negative,0.5948091149330139,optimism,0.9502856135368347
notoriouslyna43,doesn't feel well ,negative,0.7444543838500977,sadness,0.9804176092147827
scatmanni,hey tweeple! sup? hope you're having a good time ,positive,0.9801046848297119,joy,0.9866140484809875
Baigey13,wearing a leopard print dress. i hate leopard print!? i should eat. buying me a new digi cam today  shud fix my hair.,negative,0.9222431182861328,anger,0.9721251726150513
themusiclife,hanging with the crew... we're just missing one ,neutral,0.7237483859062195,sadness,0.8341697454452515
NiceGuyNeo,"@onyxbox yep, my xbox is probably just waiting for the day when I put in the new Mass Effect 2 disk... then it will just melt.  ",negative,0.5146426558494568,disgust,0.5706420540809631
hsahsa,I hate Lost! Stoped watching a long time ago. They kill everyone I like! Poor Charlie ,negative,0.9559844732284546,anger,0.9690694212913513
LilParaParaBoi,I need a drink... Whos up for martinis? ,neutral,0.7501679062843323,anticipation,0.8231425881385803
